,title,content,date,variant,images,verified,author,rating,product,url
605,Great product!,"This is an amazing product!  When my dad was alive, we had to thicken all of his food. Then I started using it for gravy’s, etc. you don’t have to put milk in the gravy (which adds calories).  I use it to thicken up soups or anything that needs thickening. It has no taste so you get the full flavor of what you have cooked. Everyone needs to try this! Jan",17 Oct 2021,Size: Pack of 2,,Yes,Bargains & Treasures,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
606,Works like a charm,"We were having issues with our dad who is bedridden - he was having micro aspirations with thin liquids, which was especially problematic since we use shakes to boost his caloric intake. Thickener worked like a charm - definitely made it easier for him to drink and makes it a lot safer. Can't attest to the flavor (don't drink it myself) but no complaints.",17 Dec 2021,Size: Pack of 2,,Yes,Adry Sotolongo,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
607,Decent price,"When I don't have time to go to Costco, I purchase this product from Amazon at a slightly higher price. Product arrives within a few days. You can find this product at a lower price on other medical websites also. Product works as expected. Add it to my father's water and food since he has problems swallowing.",16 Jun 2021,,,Yes,melr,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
608,Excellent Product,This product is used in all liquids that my mother drinks.  It does not affect the taste of the beverage or food.  The product thickens liquids and foods so that my mother can enjoy eating and drinking without constantly coughing.,31 Aug 2021,,,Yes,shopgirl,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
609,Great Value,My grand mother had a stroke and needs this to get her liquids down.  This was the best pice we could find.,20 Jul 2020,,,Yes,Amazon Customer,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
610,Great Product - problem with returning unused portion,"This product,  Thick-it, was crucial to aid in my wife's dysphasia problem.  We bought six of the larger sizes in August.  By September 12, the window for returning was closed.  Unfortunately, she died on September 29, having used only a portion of one container, leaving five, unopened, 36 oz. containers remaining.  There were some hard lessons to learn.  Lessons that were harder to foresee.",28 Nov 2020,,,Yes,Don  Levsen,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
611,It works,My mom uses this. I recommend this to everyone that needs it. It really works.,20 Jul 2020,,,Yes,crazyroe,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
612,Exactly what was stated and great price!!,My mom needs this added to her drinks so she doesn’t drink too fast. As she can get her fluids to fast and fill her lungs and die. So being able to purchase these for my dad saves money and enough to last a bit!!,25 Oct 2021,,,Yes,Stephanie L Ladisair,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
613,Great product,I purchased this product because it is the same product currently used in my mother's board and care facility for the other residents.  The case price makes it affordable.,22 Jan 2017,,,Yes,Robert Ferguson,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
614,Very good product,We have been using thickit for my mom for over two years now and she enjoys it and the fact that it doesn’t change the flavor of her drinks.,30 Jun 2021,,,Yes,Annie,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
615,A good thickener.  Same ingredients as the hospital's brand for us,"I am so delighted that I found a bigger container, the same ingredients as the hospitals and a much more reasonable price for this costly stuff.",19 Aug 2018,,,Yes,gotbandaidsido,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
616,Necessary product.,It came quickly and Is a good product if you need to use it due to swallowing difficulties.,30 Dec 2020,,,Yes,J. Wood,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=6 
617,Decent price,"When I don't have time to go to Costco, I purchase this product from Amazon at a slightly higher price. Product arrives within a few days. You can find this product at a lower price on other medical websites also. Product works as expected. Add it to my father's water and food since he has problems swallowing.",16 Jun 2021,,,Yes,melr,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
618,Excellent Product,This product is used in all liquids that my mother drinks.  It does not affect the taste of the beverage or food.  The product thickens liquids and foods so that my mother can enjoy eating and drinking without constantly coughing.,31 Aug 2021,,,Yes,shopgirl,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
619,Great Value,My grand mother had a stroke and needs this to get her liquids down.  This was the best pice we could find.,20 Jul 2020,,,Yes,Amazon Customer,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
620,Great Product - problem with returning unused portion,"This product,  Thick-it, was crucial to aid in my wife's dysphasia problem.  We bought six of the larger sizes in August.  By September 12, the window for returning was closed.  Unfortunately, she died on September 29, having used only a portion of one container, leaving five, unopened, 36 oz. containers remaining.  There were some hard lessons to learn.  Lessons that were harder to foresee.",28 Nov 2020,,,Yes,Don  Levsen,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
621,It works,My mom uses this. I recommend this to everyone that needs it. It really works.,20 Jul 2020,,,Yes,crazyroe,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
622,Exactly what was stated and great price!!,My mom needs this added to her drinks so she doesn’t drink too fast. As she can get her fluids to fast and fill her lungs and die. So being able to purchase these for my dad saves money and enough to last a bit!!,25 Oct 2021,,,Yes,Stephanie L Ladisair,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
623,Great product,I purchased this product because it is the same product currently used in my mother's board and care facility for the other residents.  The case price makes it affordable.,22 Jan 2017,,,Yes,Robert Ferguson,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
624,Very good product,We have been using thickit for my mom for over two years now and she enjoys it and the fact that it doesn’t change the flavor of her drinks.,30 Jun 2021,,,Yes,Annie,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
625,A good thickener.  Same ingredients as the hospital's brand for us,"I am so delighted that I found a bigger container, the same ingredients as the hospitals and a much more reasonable price for this costly stuff.",19 Aug 2018,,,Yes,gotbandaidsido,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
626,Necessary product.,It came quickly and Is a good product if you need to use it due to swallowing difficulties.,30 Dec 2020,,,Yes,J. Wood,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=5 
627,Decent price,"When I don't have time to go to Costco, I purchase this product from Amazon at a slightly higher price. Product arrives within a few days. You can find this product at a lower price on other medical websites also. Product works as expected. Add it to my father's water and food since he has problems swallowing.",16 Jun 2021,,,Yes,melr,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
628,Excellent Product,This product is used in all liquids that my mother drinks.  It does not affect the taste of the beverage or food.  The product thickens liquids and foods so that my mother can enjoy eating and drinking without constantly coughing.,31 Aug 2021,,,Yes,shopgirl,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
629,Great Value,My grand mother had a stroke and needs this to get her liquids down.  This was the best pice we could find.,20 Jul 2020,,,Yes,Amazon Customer,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
630,Great Product - problem with returning unused portion,"This product,  Thick-it, was crucial to aid in my wife's dysphasia problem.  We bought six of the larger sizes in August.  By September 12, the window for returning was closed.  Unfortunately, she died on September 29, having used only a portion of one container, leaving five, unopened, 36 oz. containers remaining.  There were some hard lessons to learn.  Lessons that were harder to foresee.",28 Nov 2020,,,Yes,Don  Levsen,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
631,It works,My mom uses this. I recommend this to everyone that needs it. It really works.,20 Jul 2020,,,Yes,crazyroe,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
632,Exactly what was stated and great price!!,My mom needs this added to her drinks so she doesn’t drink too fast. As she can get her fluids to fast and fill her lungs and die. So being able to purchase these for my dad saves money and enough to last a bit!!,25 Oct 2021,,,Yes,Stephanie L Ladisair,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
633,Great product,I purchased this product because it is the same product currently used in my mother's board and care facility for the other residents.  The case price makes it affordable.,22 Jan 2017,,,Yes,Robert Ferguson,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
634,Very good product,We have been using thickit for my mom for over two years now and she enjoys it and the fact that it doesn’t change the flavor of her drinks.,30 Jun 2021,,,Yes,Annie,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
635,A good thickener.  Same ingredients as the hospital's brand for us,"I am so delighted that I found a bigger container, the same ingredients as the hospitals and a much more reasonable price for this costly stuff.",19 Aug 2018,,,Yes,gotbandaidsido,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
636,Necessary product.,It came quickly and Is a good product if you need to use it due to swallowing difficulties.,30 Dec 2020,,,Yes,J. Wood,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=4 
637,Decent price,"When I don't have time to go to Costco, I purchase this product from Amazon at a slightly higher price. Product arrives within a few days. You can find this product at a lower price on other medical websites also. Product works as expected. Add it to my father's water and food since he has problems swallowing.",16 Jun 2021,,,Yes,melr,5.0,"Original Thick It Food Thickener 36 Ounce, Case of 6",https://www.amazon.com/Original-Thick-Food-Thickener-Ounce/product-reviews/B003MT0Q4Q/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=3 
