"title","content","date","variant","images","verified","author","rating","product","url"
"Great for medical needs","My husband needs all his liquids thickened due to medical reasons. The powder is a little gritty compared to a gel thickener, but it gets the job done and you can beat the price.","23 Nov 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Jessica K.","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"Love this product!","Worked great for my son’s feeding when he needed to eat thickened or drink thickened.","04 Jan 2022","Size: 2.25 Pound (Pack of 1)","","Yes","Keren S.","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"Great product, good value","Works great to assist in swallowing thin liquids.","09 Jun 2021","Size: 2.25 Pound (Pack of 1)","","Yes","brownj93","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"It was delivered in great condition","I have nothing to complain about. The product came in great condition. There was no scratches on the product. The thickener taste just like the ones we buy in the stores and it is CHEAPER. Thank you and keep on doing a great job!","05 Nov 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Crapzxdgaming","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"works well.","got for my friend who is having difficulty swallowing due to alzheimer's and it has helped immensely.","15 Aug 2019","Size: 2.25 Pound (Pack of 1)","","Yes","catsup","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"Thick!","I don’t like water or those gross non thick drinks. I like my drinks thick, like I like my men","27 Jul 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Me","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"Thick-it","Needed this for my meals and snacks, During my chemo treatments","23 Mar 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Cecilia M Fanfarillo","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"Easy to use","Thicken my mothers liquids post stroke","21 Dec 2021","Size: Pack of 2","","Yes","L. wollman","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"Easy to mix and use","The cost is very good. And it's very easy to use.","21 Dec 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Bob","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
"Takes a lot of piwder to reach desired consistency","Does what its suppose to but u have to use so much of it to get your desired thicknees so product doesn't last very long so not great value for price. Im gonna try the blue labeled jug its suppose to require less product to achieve same thickness.","08 Dec 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Elizabeth king","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Perfect. Max wait  3 min s and drink","The best to tickens  the liquids if a person that cannot swallow ..","18 Mar 2021","Size: 2.25 Pound (Pack of 1)","","Yes","mima","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Poor product","Not able to thicken drinks properly. Bad taste as well.","09 Aug 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Amazon Customer","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Quality of products","Have to use to much product to thicken and takes to long to thicken, thickens quick in orange juice but not in milk and water. Wont purchase  again another product works better for us.","02 Mar 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Tina","2.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Thickens like it is supposed to.","I needed to thicken the liquids for my husband who has trouble swallowing.  It works great.","25 Dec 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Betty O","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Great price!","Great price on Amazon! Tasteless, and easy to use!","30 Dec 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Jeno21m","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Stopped Coughing","Worked well and tasteless and made my Dad stop coughing after drinking. Only thing is you can’t add to liquid really cold when mixed it doesn’t dissolve as well but I think that was in directions.","28 Jun 2019","Size: 2.25 Pound (Pack of 1)","","Yes","Mary","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Sons comfort","Helps my son who has dysphagia to swallow easier","20 Jul 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Kathy Michael","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Great for dysphagia","Works great for dysphagia and general thinkening","24 Nov 2021","Size: 2.25 Pound (Pack of 1)","","Yes","JB","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Great for a laryngectomy","Dissolves well, high quality product. Recommend!","19 Apr 2021","Size: 2.25 Pound (Pack of 1)","","Yes","terandjen","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Great product but didn't work for my needs.","This is a great value compared to other similar products. Easy to mix and use but does not stay mixed for very long.","31 Jul 2021","Size: 2.25 Pound (Pack of 1)","","Yes","wildslydie","2.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Not best product on the market","Very likely to glob up in bottom of glass. Clarity fair. Some taste perceived in R/O clean water. Much better options out there. Will not buy again.","27 Oct 2020","Size: 2.25 Pound (Pack of 1)","","Yes","W Harryman","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"It definitely meets my need for the purpose for which I purchased it.","Because of an epiglottis issue, I have been having to thicken all my liquids with a thickener. Thick-it definitely meets my needs.","30 Nov 2021","Size: 2.25 Pound (Pack of 1)","","Yes","greg lurry","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Thickens without changing taste","Excellent product for thickening beverages. I bought it for my father who had trouble with thin liquids. He stated it did not change the taste of his beverages.","22 Jan 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Safety First","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"No flavor to it & the consistency to mix with my drinks after surgery","This thickening mixture is a great value & it does the job of helping me swallow after surgery. I highly recommend this product","18 Jul 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Sharon Frankovich","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Not CLEAR!","If yo are looking for clear thickener, this is not it. Not clear at all. Looks like a cornstarch slurry. I am going back to the other one I use that comes out really clear.","29 Jan 2021","Size: 2.25 Pound (Pack of 1)","https://images-na.ssl-images-amazon.com/images/I/81GsFv5yMaL._SY88.jpg","Yes","Chaty Katy","2.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Great value","We order this monthly for my daughter great value for the price works well to thicken her drinks, there's no taste to it.","03 Mar 2021","Size: Pack of 2","","Yes","kelli","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Exactly as needed.","This is just what the doctor ordered. I need to thicken liquids for my elderly mother before she can drink them so she doesn't choke on it. She doesn't seem to notice any flavor difference, even when added to water. Great product.","07 Mar 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Shopaholic","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Good product!","My son is on a puréed diet and I use this to thicken his food to a pudding consistency.","09 Aug 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Vic369","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Great product & excellent delivery","This product is for my Mom, who has difficulty swallowing because of a Stroke. It's very effective as a thickener and doesn't alter the taste of the food/beverages.","08 Sep 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Seems to help.","I started adding this to my two dogs’ drinking water.  It was mainly for the female, she suffers from CT and regularly regurgitates regular water.  Although it hasn’t completely stopped it has improved it greatly.  My only complaint is the drops stain my dark brown tile floor.  I need to contact the company to see what they recommend.","05 Nov 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Ninidebra","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Works really well","It has zero flavor and that's exactly what it's meant to have so it doesn't alter the flavor of what your using it with.","02 Jul 2019","Size: 2.25 Pound (Pack of 1)","","Yes","Darlene Barnes","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Excellent thickener for my swallowing issues caused by Parkinson’s disease.","I use this product to thicken watery foods like oatmeal and yogurt. There is absolutely no flavor; no aftertaste. The thickened liquids make it less likely that I will aspirate. Aspiration pneumonia is a leading cause of death for people with Parkinson’s disease.","20 Dec 2021","Size: 2.25 Pound (Pack of 1)","","Yes","D. Dickerson","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Money hungry manufacturer by charging so much","This company knows their product is literally the only one that doesn't flavor your food/drink, and they are taking advantage on the cost.  This is the best product, but should not cost so much.  If you have to thicken your food/drink, this is the one to buy.","18 Mar 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Bradley B.","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Good value and quick delivery","I get this for my dad who had a stroke that resulted in swallowing issues and it has been so nice not to have to run to the store every week for the smaller container.  He uses it for roughly four, (on the heavy side of) nectar thick 8-10oz drinks a day and it lasts for about a month.  It's priced fairly and has arrived quickly each of the six or seven times I have ordered it.  Like all thickeners, the one using it would rather not be and doesn't rave about the taste.  Even so, he drinks it without complaint.  This product has been nothing but helpful for us.","23 Oct 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Amy","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Perfect for ALS patients","My friend has Lou Gehrig's ,  before water strangled her. We use it for her coffee,  soups ,etc .  And it has no flavor.","03 Mar 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Nola Rosbach","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Did get my second jug.","Love thick it… I thought I was buying two jugs for this outrageous price and I only received one of them. I have given at least a month for it to come in past the delivery date yet it still never came.","09 Jan 2022","Size: Pack of 2","","Yes","Bluegrass14","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
